county,perc_covered,not_covered_count,total_count,not_covered
13223,66.29,30,89,"132231206032,132231201103,132231204022,132231204023,132231204012,132231204021,132231206012,132231206041,132231204031,132231205031,132231202062,132231201111,132231205032,132231206053,132231203072,132231203012,132231205033,132231203031,132231203062,132231201042,132231205072,132231203041,132231203052,132231206051,132231201052,132231204011,132231203053,132231204033,132231204032,132231201041"
13225,35.00,13,20,"132250402002,132250403022,132250402001,132250401012,132250403011,132250404004,132250402004,132250401051,132250404001,132250401041,132250401011,132250404003,132250401032"
13227,28.00,18,25,"132270501021,132270503001,132270505001,132270504001,132270502021,132270503004,132270506022,132270501022,132270502012,132270503003,132270501024,132270506011,132270505003,132270505002,132270504002,132270506021,132270503002,132270506012"
13229,6.67,14,15,"132299604012,132299603011,132299603013,132299602002,132299604011,132299603022,132299602001,132299603012,132299604022,132299603021,132299604013,132299604021,132299601002,132299601001"
13231,7.69,12,13,"132310103001,132310104001,132310101023,132310101022,132310102001,132310101012,132310104002,132310101013,132310101021,132310102002,132310103003,132310103002"
13233,18.75,26,32,"132330105001,132330102013,132330102022,132330101004,132330104003,132330106004,132330103003,132330104001,132330101001,132330104002,132330107001,132330102012,132330105006,132330103001,132330107002,132330104004,132330103002,132330101002,132330105004,132330105002,132330106002,132330101003,132330102021,132330106003,132330106001,132330107003"
13235,16.67,10,12,"132359502022,132359502021,132359501001,132359501002,132359502023,132359503002,132359501003,132359502013,132359502012,132359503001"
13237,30.00,14,20,"132379601013,132379603011,132379601031,132379603022,132379602032,132379602011,132379602042,132379602031,132379601012,132379601011,132379603021,132379602041,132379601041,132379603012"
13239,0.00,2,2,"132399603002,132399603001"
13241,38.89,11,18,"132419703032,132419701021,132419702023,132419702011,132419701022,132419703031,132419702022,132419703021,132419703041,132419701012,132419703042"
13243,0.00,7,7,"132437902005,132437902003,132437902002,132437901002,132437901001,132437902004,132437902001"
13245,75.16,39,157,"132450106022,132450109053,132450108021,132450105112,132450107092,132450102072,132450103005,132450105142,132450107071,132450109051,132450109083,132450105152,132450006001,132450109043,132450109042,132450109041,132450102033,132450105101,132450101013,132450109054,132450107062,132450109071,132450109081,132450109032,132450106011,132450109033,132450110002,132450101042,132450102081,132450111001,132450106021,132450108011,132450105111,132450105122,132450109031,132450107061,132450107063,132450109052,132450107111"
13247,66.15,22,65,"132470603054,132470604031,132470601042,132470604082,132470603112,132470601031,132470603052,132470602032,132470601041,132470602034,132470603103,132470602042,132470603061,132470603162,132470603063,132470603151,132470603173,132470602043,132470604063,132470601032,132470603171,132470601011"
13249,0.00,3,3,"132499601001,132499602001,132499601002"
13251,0.00,15,15,"132519704011,132519705001,132519706002,132519704022,132519706001,132519705002,132519703002,132519704024,132519703001,132519704021,132519702002,132519705003,132519704023,132519702001,132519703003"
13253,0.00,9,9,"132532001001,132532002001,132532003001,132532003003,132532001003,132532002003,132532001002,132532002002,132532003002"
13255,41.67,28,48,"132551601021,132551610003,132551607013,132551606002,132551602012,132551603002,132551608001,132551610001,132551601022,132551607012,132551606001,132551607022,132551602011,132551609001,132551601012,132551610004,132551605002,132551612021,132551603001,132551605004,132551605001,132551609002,132551602022,132551606003,132551611002,132551601011,132551610002,132551601013"
13257,26.09,17,23,"132579703022,132579702012,132579704012,132579701011,132579703012,132579704011,132579702023,132579703011,132579702011,132579701021,132579704021,132579702022,132579701012,132579702021,132579701024,132579702024,132579704022"
13259,0.00,5,5,"132599504003,132599504001,132599504002,132599501001,132599501002"
13261,32.00,17,25,"132619508002,132619502002,132619503005,132619507002,132619507001,132619508001,132619504002,132619502001,132619505002,132619507004,132619501001,132619503002,132619504003,132619505003,132619508003,132619503001,132619504001"
13263,0.00,6,6,"132639602002,132639601001,132639601002,132639603001,132639602001,132639603002"
13265,0.00,3,3,"132650102002,132650102003,132650102001"
13267,4.76,20,21,"132679503004,132679501001,132679503005,132679502041,132679504022,132679504011,132679502022,132679501002,132679502033,132679504023,132679502021,132679502032,132679503001,132679502023,132679504012,132679503002,132679504021,132679501003,132679502031,132679501004"
13269,0.00,7,7,"132699501001,132699503012,132699503021,132699503011,132699502002,132699502001,132699503022"
13271,9.09,10,11,"132719505002,132719501013,132719505001,132719501011,132719501032,132719501031,132719505003,132719502002,132719501021,132719502001"
13273,20.00,8,10,"132731202002,132731204002,132731202001,132731204001,132731203003,132731203002,132731203001,132731205001"
13275,28.21,28,39,"132759608001,132759604002,132759601001,132759603001,132759605012,132759605021,132759602002,132759601002,132759608005,132759607023,132759611003,132759605022,132759607021,132759607013,132759602003,132759602001,132759610002,132759608002,132759605013,132759610003,132759609001,132759607012,132759611001,132759603002,132759610001,132759611002,132759604001,132759607011"
13277,52.94,16,34,"132779605001,132779602002,132779609003,132779609002,132779601001,132779603011,132779605003,132779608001,132779606021,132779602001,132779609001,132779601002,132779608002,132779605002,132779606012,132779607002"
13279,37.04,17,27,"132799706001,132799701012,132799706003,132799705004,132799701011,132799705003,132799706002,132799706004,132799702021,132799705002,132799701013,132799703023,132799703011,132799701022,132799702011,132799705001,132799704004"
13281,27.27,8,11,"132819602003,132819603021,132819601003,132819601001,132819602001,132819602002,132819603012,132819601004"
13283,14.29,6,7,"132839602002,132839602005,132839602003,132839601001,132839601002,132839602001"
13285,40.43,28,47,"132859609042,132859601021,132859609012,132859605041,132859604021,132859603003,132859611001,132859606001,132859602021,132859602012,132859601012,132859604013,132859610001,132859603002,132859607002,132859609013,132859605031,132859607004,132859609032,132859607003,132859605032,132859605042,132859610002,132859610003,132859611002,132859601011,132859609041,132859602011"
13287,22.22,7,9,"132879702021,132879703001,132879703003,132879703004,132879702011,132879702022,132879703002"
13289,0.00,9,9,"132890602003,132890601022,132890602001,132890601013,132890602002,132890601012,132890602004,132890601011,132890601021"
13291,10.53,17,19,"132910001041,132910001042,132910001011,132910001032,132910002031,132910002042,132910002043,132910002013,132910001031,132910002072,132910002012,132910002063,132910002061,132910001012,132910002011,132910002062,132910002041"
13293,28.57,15,21,"132930106001,132930104021,132930103001,132930101002,132930101003,132930102022,132930102012,132930105001,132930102021,132930104011,132930101001,132930103002,132930102013,132930102011,132930105004"
13295,38.60,35,57,"132950205052,132950204002,132950207021,132950209042,132950201012,132950203014,132950205063,132950207022,132950203013,132950205065,132950206023,132950208002,132950208003,132950201021,132950209031,132950207012,132950206013,132950201023,132950206022,132950203025,132950209021,132950205042,132950209022,132950204003,132950205031,132950206011,132950203022,132950206012,132950209041,132950209032,132950205064,132950208001,132950206021,132950203011,132950205053"
13297,42.31,30,52,"132971101023,132971105063,132971102003,132971106022,132971105042,132971105091,132971105064,132971107023,132971104004,132971108012,132971106032,132971106011,132971105032,132971104001,132971103011,132971103021,132971102002,132971105031,132971107012,132971102001,132971106031,132971108022,132971103012,132971108013,132971108011,132971108021,132971106012,132971104003,132971103022,132971101021"
13299,48.48,17,33,"132999502002,132999502004,132999509002,132999506001,132999505001,132999508011,132999502003,132999509004,132999504002,132999509003,132999508023,132999508013,132999502001,132999503001,132999508012,132999509001,132999501001"
13301,0.00,6,6,"133019704003,133019704001,133019705003,133019704002,133019705001,133019705002"
13303,18.75,13,16,"133039504001,133039504002,133039507003,133039505003,133039501002,133039507002,133039507001,133039505001,133039501001,133039503002,133039503001,133039504004,133039505002"
13305,16.00,21,25,"133059706003,133059702011,133059702024,133059706001,133059701004,133059702013,133059704003,133059701003,133059705001,133059702022,133059703002,133059702023,133059706002,133059702012,133059703003,133059705002,133059701002,133059704002,133059703001,133059701001,133059704001"
13307,0.00,2,2,"133079601001,133079602001"
13309,0.00,6,6,"133097802002,133097801001,133097801003,133097802003,133097802001,133097801002"
13311,5.26,18,19,"133119503022,133119503021,133119502061,133119502041,133119501011,133119502071,133119502021,133119503023,133119502022,133119502072,133119502062,133119502063,133119503011,133119502073,133119503012,133119502042,133119501021,133119502051"
13313,54.55,35,77,"133130006003,133130001043,133130006001,133130001011,133130008013,133130004014,133130012004,133130002003,133130005013,133130007002,133130008012,133130005012,133130007003,133130004021,133130015002,133130012002,133130003012,133130008023,133130008022,133130008011,133130001032,133130011003,133130001041,133130012003,133130007001,133130001012,133130001031,133130008021,133130015004,133130010001,133130004022,133130005024,133130002001,133130001013,133130015001"
13315,0.00,7,7,"133159603001,133159601003,133159604001,133159604002,133159601002,133159601001,133159602001"
13317,0.00,11,11,"133170101021,133170101011,133170101012,133170103024,133170103025,133170103022,133170103021,133170103012,133170103023,133170101022,133170103011"
13319,11.11,8,9,"133199603004,133199603002,133199602003,133199604002,133199603003,133199604001,133199602002,133199602001"
13321,0.00,17,17,"133219505004,133219502023,133219502011,133219505001,133219506001,133219505003,133219505002,133219504002,133219501002,133219504001,133219502022,133219506002,133219504004,133219502012,133219504003,133219501001,133219502021"
24001,37.74,33,53,"240010020003,240010021002,240010019001,240010001003,240010021003,240010022002,240010012001,240010002003,240010016001,240010017003,240010015033,240010008001,240010014012,240010015032,240010002002,240010021001,240010015021,240010015031,240010013001,240010020004,240010022001,240010018001,240010013002,240010017001,240010019002,240010020001,240010022003,240010001002,240010001001,240010020005,240010002001,240010005002,240010012002"
24003,83.24,57,340,"240037070022,240037013011,240037402031,240037406021,240037306032,240037404001,240037080043,240037080012,240037408001,240037310022,240037406032,240037080044,240037312061,240037511022,240037502043,240037023003,240037406031,240037309013,240037509003,240037013012,240037013021,240037502012,240037080042,240037312051,240037080011,240039800001,240037014002,240037026021,240037080041,240037515001,240037024022,240037517001,240037021004,240037403041,240037511031,240037023001,240037313032,240037516002,240037508014,240037301021,240037508034,240037305102,240037308001,240037401062,240037512002,240037306031,240037515002,240037070011,240037407042,240037027021,240037309022,240037311033,240039900000,240037013022,240037021002,240037514002,240037406011"
24005,84.70,86,562,"240054113022,240054112012,240054060002,240054011021,240054501002,240054510001,240054050001,240054524002,240054927001,240054060004,240054112011,240054518012,240054514021,240054022021,240054504001,240054521001,240054505033,240054015031,240054211022,240059802001,240054927003,240054505013,240054306002,240054048001,240054512001,240054111023,240054050002,240054509002,240054112021,240054516001,240054518014,240054111022,240054519002,240054301012,240054083041,240054082002,240054113091,240054070012,240054112023,240054517021,240054407013,240054085023,240054046001,240054518021,240054407011,240054101001,240054518031,240054113021,240054112022,240054518013,240054042025,240054505011,240054070021,240054518022,240054211012,240054070022,240054101004,240054024071,240054070011,240054049002,240054501003,240054060001,240054025033,240054502001,240054904001,240054101002,240054510002,240054081003,240054204021,240054084001,240054070023,240054304001,240054524001,240054516002,240054082001,240054111011,240054523002,240054112014,240054022012,240054015043,240054101003,240054089002,240054046002,240054520002,240054060003,240054519001"
24009,43.90,23,41,"240098611002,240098607021,240098607011,240098603002,240098608013,240098608012,240098601032,240098607031,240098601033,240098606002,240098611001,240098606001,240098602002,240098606003,240098602001,240098604021,240098609012,240098605021,240098604031,240098610032,240098604041,240098603001,240098609021"
24011,13.64,19,22,"240119554001,240119550002,240119551002,240119551003,240119551001,240119553012,240119552021,240119556003,240119556004,240119555002,240119552012,240119556001,240119553021,240119555003,240119550001,240119552011,240119555001,240119552022,240119553011"
24013,51.00,49,100,"240135082004,240135142021,240135090021,240135110003,240135062002,240135010021,240135142012,240135061011,240135030002,240135081031,240135100001,240135052061,240135062003,240135010023,240135090012,240135142022,240135030001,240135051023,240135130022,240135051011,240135020001,240135042022,240135030003,240135078022,240135090011,240135041002,240135042021,240135081034,240135062001,240135077021,240135142013,240135042012,240135062004,240135041003,240135110002,240135042014,240135082001,240135076011,240135077031,240135078014,240135030004,240135061021,240135141002,240135020002,240135052032,240135010012,240135010022,240135110001,240135120001"
24015,33.85,43,65,"240150309033,240150309072,240150304003,240150302005,240150309031,240150305051,240150302004,240150309051,240150309083,240150305032,240150305071,240150309071,240150309052,240150305033,240150301003,240150306013,240150309081,240150301004,240150307003,240150312022,240150309045,240150309082,240150301001,240150305052,240150309085,240150301002,240150312011,240150305031,240150302001,240150307001,240150313022,240150313012,240150309041,240150312012,240150305011,240150309043,240150309042,240150305012,240150302003,240150312021,240150314001,240150313011,240150312013"
24017,45.45,48,88,"240178512003,240178514011,240178513022,240178514022,240178506001,240178508023,240178507134,240178502011,240178506003,240178502021,240178511001,240178501021,240178513021,240178505001,240179900000,240178501022,240178506002,240178514012,240178510042,240178515021,240178505002,240178512002,240178511002,240178510041,240178502022,240178510032,240178503001,240178504001,240178510031,240178513012,240178504002,240178507123,240178513023,240178510012,240178507063,240178512001,240178509012,240178514021,240178504003,240178507131,240178512004,240178514031,240178509041,240178503002,240178513011,240178510043,240178509043,240178501012"
24019,16.67,25,30,"240199706002,240199708042,240199702003,240199703002,240199707022,240199702001,240199709001,240199701002,240199706003,240199709002,240199702004,240199705002,240199706001,240199707021,240199703001,240199701001,240199900000,240199702002,240199704001,240199703004,240199704002,240199707023,240199708041,240199701003,240199703003"
24021,55.50,89,200,"240217508051,240217519031,240217668004,240217517022,240217675002,240217525011,240217529001,240217513021,240217402003,240217523033,240217753025,240217526021,240217722002,240217526023,240217518021,240217522051,240217510041,240217676002,240217518013,240217707003,240217512031,240217517012,240217513011,240217707001,240217508041,240217513012,240217735001,240217516002,240217510042,240217523021,240217676003,240217517023,240217519051,240217508022,240217519043,240217518023,240217528022,240217753024,240217522011,240217675003,240217756002,240217513022,240217525012,240217753022,240217518014,240217735002,240217523023,240217519041,240217530011,240217528021,240217510033,240217520011,240217707002,240217529002,240217510031,240217521022,240217523022,240217523032,240217512012,240217513013,240217753023,240217521011,240217525014,240217517011,240217675001,240217402001,240217516001,240217528011,240217530015,240217519023,240217522061,240217676001,240217522064,240217530016,240217519042,240217754001,240217668003,240217522012,240217525022,240217668001,240217518012,240217510032,240217525021,240217525013,240217530024,240217530022,240217668002,240217523012,240217517021"
24023,4.17,23,24,"240230001002,240230007002,240230004002,240230003002,240230003001,240230006021,240230001001,240230005022,240230007001,240230007004,240230007003,240230002002,240230004001,240230002001,240230006022,240230005023,240230005011,240230006011,240230004003,240230006014,240230006013,240230001003,240230006012"
24025,61.99,65,171,"240253011022,240253064001,240253032014,240253017032,240253012012,240253033003,240253011023,240253037001,240253016022,240253021002,240253041021,240253065003,240253031011,240253013012,240253031012,240253065002,240253016023,240253014022,240253032013,240253024003,240253032011,240253051003,240253022002,240253032042,240253036034,240253032012,240253051004,240253035011,240253034003,240253014014,240253028024,240253042011,240253052002,240253062003,240253012011,240253035023,240253028021,240253017031,240253013011,240253034001,240253042012,240253053001,240253024002,240253024001,240253064006,240253041023,240253031013,240253051001,240253021001,240253022001,240253033001,240253041011,240253035013,240253063002,240253029023,240253042025,240253052001,240253041022,240253028011,240253042022,240253053002,240253061004,240253035022,240253051002,240253065001"
24027,85.54,24,166,"240276051062,240276067061,240276051032,240276040011,240276040041,240276068051,240276022024,240276012031,240276021004,240276030041,240276069052,240276067082,240276011041,240276040031,240276040032,240276030013,240276051031,240276069061,240276030031,240276023021,240276040042,240276066011,240276069071,240276051042"
24029,22.22,14,18,"240299501003,240299502004,240299501001,240299502002,240299505002,240299502003,240299502005,240299503001,240299501002,240299900000,240299504002,240299501004,240299504001,240299502001"
24031,94.28,38,664,"240317001031,240317006081,240317015082,240317004001,240317015093,240317060083,240317003172,240317003101,240317003181,240317005001,240317008101,240317032071,240317002041,240317003171,240317006042,240317013032,240317014271,240317013164,240317013072,240317013161,240317013041,240317014081,240317001013,240317006113,240317014262,240317003134,240317006082,240317005002,240317004002,240317058003,240317012122,240317006111,240317013172,240317015091,240317006101,240317013163,240317010043,240317014252"
24033,83.64,88,538,"240338010041,240338035141,240338022043,240338019061,240338007011,240338012072,240338074081,240338009001,240338024052,240338067121,240338005042,240338075003,240338013051,240338043002,240338013103,240338007012,240338008002,240338005212,240338010043,240338022011,240338073012,240338035261,240338059042,240338004011,240338036022,240338010042,240338004082,240338012141,240338009002,240338019041,240338010031,240338005172,240338002121,240338035092,240338017092,240338011061,240338006092,240338041021,240338010032,240338002061,240338013022,240338036011,240338004083,240338012142,240338002122,240338028041,240338029012,240338067142,240338007013,240338004102,240338004111,240338022044,240338015002,240338008003,240338013021,240338005161,240338006091,240338015001,240338013102,240338012162,240338007043,240338035241,240338019072,240338071022,240338044001,240338023012,240339800001,240338014051,240338074074,240338014041,240338006071,240338008001,240338074083,240338001061,240338040022,240338074091,240338035201,240338035081,240338007041,240338004103,240338006051,240338064001,240338005071,240338059091,240338007042,240338005221,240338005072,240338019011"
24035,22.86,27,35,"240358106003,240358104002,240358108003,240358101002,240358105003,240358107002,240358105001,240359902000,240358106004,240358101001,240358106001,240358108004,240358109011,240358102001,240358103002,240358102002,240359901000,240358104001,240358104004,240358103003,240358106002,240358105002,240358108001,240358109012,240358110001,240358107001,240358110002"
24037,44.44,35,63,"240378752012,240378762001,240378752013,240378750004,240378755012,240378751001,240378761011,240378753002,240378753003,240378750003,240378754001,240378750001,240378757001,240379900000,240378752022,240378753001,240378759061,240378758031,240378761021,240378751003,240378760032,240378754004,240378751002,240378761013,240378759041,240378762004,240378761012,240378762003,240378752023,240378755021,240378762002,240378755011,240378752021,240378755022,240378752011"
24039,4.55,21,22,"240399901000,240399305004,240399305002,240399305001,240399308002,240399301011,240399306002,240399301013,240399301022,240399305003,240399301012,240399302001,240399305005,240399308004,240399302002,240399301014,240399308001,240399308003,240399306001,240399301023,240399301021"
24041,33.33,18,27,"240419602011,240419609003,240419900000,240419608002,240419601002,240419604001,240419606001,240419605012,240419609001,240419608001,240419609002,240419607001,240419609004,240419602012,240419605021,240419601001,240419605011,240419607003"
24043,52.38,50,105,"240430106001,240430115012,240430009002,240430114001,240430111003,240430114004,240430106002,240430115021,240430114003,240430102001,240430112024,240430115011,240430101001,240430108022,240430109021,240430103001,240430115023,240430115022,240430108023,240430113021,240430112021,240430107002,240430102003,240430116001,240430116002,240430104022,240430117002,240430103004,240430113011,240430109022,240430117001,240430106004,240430112022,240430102004,240430107004,240430108033,240430108021,240430106003,240430104023,240430104012,240430111002,240430111005,240430102002,240430117004,240430109011,240430113023,240430107001,240430109013,240430107003,240430110001"
24045,48.61,37,72,"240450107033,240450104004,240450108004,240450106032,240450104001,240450106033,240450103003,240450106063,240450103001,240450003001,240450106041,240450101014,240450102001,240450108003,240450106044,240450107042,240450108002,240450105014,240450101021,240450108001,240450106034,240450106042,240450107011,240450101022,240450107043,240450106043,240450106052,240450107031,240450103002,240450101012,240450107013,240450107041,240450107012,240450106061,240450106062,240450106064,240450106051"
24047,45.45,30,55,"240479512002,240479510003,240479510002,240479508002,240479513001,240479511011,240479510001,240479509001,240479504001,240479508004,240479501001,240479514001,240479514002,240479517003,240479900000,240479517001,240479500003,240479512001,240479504002,240479508001,240479508003,240479517004,240479514003,240479507002,240479512003,240479509002,240479513002,240479500002,240479515001,240479800001"
24510,94.50,34,618,"245101509004,245101505001,245102604041,245102502063,245102503011,245102502031,245102802002,245102605011,245102503012,245102717005,245101308051,245102506001,245102502071,245102605013,245101608011,245102501031,245102505001,245102401002,245102006001,245102505002,245102606056,245102716006,245101512001,245102303001,245102604032,245102008002,245102804011,245101608023,245102503033,245102102001,245102404002,245102718022,245102802004,245102716004"
42001,23.53,52,68,"420010302001,420010316003,420010303001,420010301011,420010309011,420010314021,420010316004,420010301012,420010305002,420010312032,420010303002,420010316002,420010304004,420010312031,420010309022,420010302003,420010311011,420010314011,420010316001,420010314022,420010308011,420010304001,420010308031,420010306003,420010304002,420010310001,420010317002,420010311021,420010315011,420010309012,420010309021,420010307001,420010301031,420010307004,420010308032,420010302002,420010312013,420010304003,420010312011,420010306002,420010305001,420010301041,420010314013,420010304005,420010312021,420010301042,420010306001,420010312022,420010308012,420010307002,420010316005,420010317001"
42003,80.89,203,1062,"420034040001,420034120041,420035251001,420034070023,420035624002,420034912001,420035041004,420035640004,420034592012,420034886003,420032613001,420034513002,420035215001,420034190002,420034950002,420035638001,420035640002,420035213021,420035519001,420034868001,420035261021,420035240003,420034131001,420034621002,420034080012,420034297001,420035644006,420034929002,420034970001,420034511053,420035642001,420035153002,420035644004,420034293003,420035214012,420034580011,420031911001,420035130001,420034900032,420034011001,420034160002,420034884004,420034070022,420034961023,420035629011,420034560011,420034773005,420035041005,420032602002,420035261012,420034867002,420034520001,420034884001,420034070024,420035041002,420034240002,420035231001,420034070011,420035231004,420034141012,420034961022,420034013002,420034571001,420034962001,420032904004,420034211003,420035237023,420034961012,420034900023,420039805001,420035214011,420034900022,420034928001,420035521001,420034340002,420034600021,420034012001,420034513001,420034927001,420034142001,420034900031,420035630001,420035214021,420034511042,420034172001,420035629012,420034560033,420035213023,420034911012,420034890024,420034267002,420035626002,420034190001,420034291002,420034135003,420035100001,420031014001,420034961021,420035638003,420034060001,420034580012,420034580022,420035140002,420034885002,420034993001,420034703001,420035633001,420035645003,420035237014,420032413003,420034211002,420034900042,420035220003,420034263001,420034928002,420034560012,420034869002,420035645002,420035625001,420034592014,420034370001,420034212002,420034460001,420039809001,420034580023,420034621001,420035238004,420034994003,420034070012,420034120033,420035237022,420034825001,420034994001,420034150011,420035640001,420034230002,420034703002,420035521002,420035623001,420034150012,420039818001,420034843001,420034950001,420034591023,420031610001,420035513002,420034610001,420034882001,420034911013,420035213024,420035094002,420034592011,420035633002,420034520002,420034090013,420035626001,420033102003,420034520003,420034090012,420034120042,420034886002,420031307002,420034940001,420035645001,420035513001,420034513006,420034060002,420039801001,420034220002,420035237021,420034142004,420031203002,420034513004,420034911011,420034141023,420034530031,420032620003,420034141021,420035623003,420034070014,420039806001,420032901001,420034867001,420035653001,420034050001,420034804001,420034591011,420034754021,420034520004,420035522001,420034013003,420035212003,420034160001,420035190001,420035638002,420035652003,420034012002,420034656001,420034883002,420034150013,420034754013,420034560031,420035213014"
42005,33.33,44,66,"420059503001,420059504002,420059505002,420059516003,420059502002,420059509004,420059513003,420059508002,420059501001,420059516002,420059506003,420059510001,420059512001,420059503002,420059517001,420059516001,420059517003,420059501003,420059501004,420059502001,420059506001,420059513001,420059504001,420059506002,420059513002,420059512003,420059519001,420059507003,420059501002,420059508004,420059505001,420059512002,420059514002,420059512005,420059517002,420059508001,420059514001,420059503003,420059507002,420059508003,420059505003,420059512004,420059507001,420059509001"
42007,47.45,72,137,"420076058001,420076026022,420076018011,420076032021,420076045001,420076032024,420076049023,420076029002,420076051001,420076050021,420076027021,420076038032,420076006012,420076038031,420076051002,420076037001,420076016001,420076006021,420076017001,420076018012,420076053002,420076055004,420076058005,420076029001,420076054001,420076056002,420076036001,420076050012,420076058002,420076025001,420076017002,420076056001,420076018023,420076037004,420076030002,420076049014,420076053003,420076051003,420076026013,420076030001,420076038011,420076027012,420076058004,420076007012,420076028003,420076050011,420076050023,420076007022,420076012002,420076032022,420076018022,420076027023,420076057002,420076027011,420076027022,420076006011,420076055002,420076053001,420076006022,420076050022,420076030003,420076021002,420076026012,420076057003,420076048003,420076054002,420076049011,420076033001,420076057001,420076058003,420076041001,420076055003"
42009,16.67,35,42,"420099601002,420099605004,420099602001,420099606005,420099603001,420099604001,420099605001,420099606004,420099605003,420099605002,420099603003,420099611002,420099601003,420099609001,420099610012,420099601001,420099604004,420099602002,420099611001,420099608003,420099609002,420099608004,420099609003,420099609004,420099603002,420099610021,420099611004,420099604003,420099608002,420099608001,420099602003,420099610022,420099606001,420099604002,420099610011"
42011,61.84,108,283,"420110101003,420110122002,420110121031,420110142021,420110139022,420110103042,420110137011,420110104024,420110123004,420110139021,420110116034,420110109034,420110102011,420110117022,420110104011,420110137023,420110103022,420110103043,420110102013,420110002001,420110118001,420110141021,420110134021,420110117021,420110134031,420110131001,420110134042,420110102022,420110120031,420110105002,420110104023,420110142022,420110129022,420110117051,420110101001,420110133022,420110119022,420110142023,420110134043,420110135012,420110124001,420110129012,420110109023,420110130003,420110142012,420110107012,420110131002,420110139012,420110137021,420110102012,420110116031,420110108011,420110104021,420110106022,420110135011,420110141022,420110119032,420110130004,420110105004,420110141023,420110102023,420110107021,420110134032,420110103021,420110140001,420110138001,420110101002,420110103031,420110107011,420110126002,420110104022,420110140002,420110103044,420110129013,420110003002,420110117031,420110117032,420110137022,420110119031,420110130002,420110117041,420110120012,420110116022,420110124002,420110117052,420110116032,420110133023,420110029002,420110119052,420110105003,420110130001,420110106023,420110133011,420110119033,420110131003,420110121032,420110119023,420110123003,420110137012,420110134022,420110133012,420110141011,420110116033,420110129021,420110134041,420110139011,420110102021,420110119061"
42013,62.50,42,112,"420130110012,420130104042,420130105002,420130110022,420130115001,420130107023,420130101012,420130115002,420130104031,420130101013,420130104032,420130110021,420130115004,420130111023,420130113005,420130108002,420130109004,420130113004,420130116002,420130109005,420130105001,420130109003,420130108003,420130110011,420130101023,420130107012,420130104041,420130113003,420130112021,420130109001,420130110013,420130105003,420130110023,420131011001,420130116001,420130116003,420130115003,420130107021,420130112022,420130108001,420130101014,420130101011"
42015,27.12,43,59,"420159509003,420159511002,420159507002,420159513004,420159509002,420159508004,420159511001,420159509005,420159501004,420159512003,420159508003,420159506001,420159502002,420159502005,420159514001,420159507001,420159501001,420159514002,420159506003,420159505011,420159501003,420159507004,420159513001,420159512005,420159505023,420159502003,420159501002,420159505022,420159512002,420159506002,420159506004,420159508001,420159509004,420159509001,420159513003,420159512004,420159502004,420159513002,420159508002,420159502001,420159504002,420159512001,420159505021"
42017,75.87,104,431,"420171033003,420171033001,420171061001,420171058054,420171046033,420171002072,420171066001,420171014031,420171009001,420171031031,420171039002,420171043041,420171039003,420171040001,420171043031,420171023003,420171021022,420171008076,420171065001,420171021021,420171034003,420171027004,420171042041,420171023001,420171051002,420171050032,420171050042,420171042011,420171058012,420171006003,420171064026,420171006002,420171021041,420171050064,420171040005,420171064012,420171045022,420171065003,420171008083,420171046031,420171062024,420171065006,420171020022,420171043012,420171049022,420171007002,420171040003,420171063001,420171042042,420171034002,420171009002,420171020021,420171045024,420171054022,420171045061,420171050033,420171064024,420171002081,420171005002,420171003031,420171033002,420171064022,420171003022,420171059001,420171003073,420171054013,420171043032,420171037002,420171052061,420171037004,420171042033,420171023005,420171040006,420171004011,420171003021,420171037003,420171055094,420171050083,420171027003,420171058052,420171020031,420171027002,420171023004,420171003032,420171039001,420171055071,420171040004,420171040002,420171037001,420171051001,420171052032,420171058053,420171002063,420171028012,420171052081,420171038001,420171021042,420179800001,420171004031,420171028011,420171043011,420171021044,420179800002,420171065002"
42019,43.85,73,130,"420199128001,420199102004,420199030003,420199128004,420199118001,420199103022,420199113002,420199103021,420199118004,420199116003,420199124032,420199127013,420199102002,420199114003,420199115022,420199119003,420199115012,420199106002,420199110001,420199119004,420199107002,420199115023,420199114001,420199127021,420199118003,420199111003,420199127023,420199124051,420199111002,420199124031,420199101003,420199103023,420199106001,420199110005,420199113004,420199112002,420199116004,420199102001,420199113003,420199111001,420199107001,420199115011,420199117001,420199101001,420199127022,420199112003,420199116002,420199108001,420199124052,420199112001,420199106003,420199101002,420199102003,420199115014,420199103013,420199123011,420199103011,420199029001,420199110003,420199109004,420199118002,420199128002,420199127011,420199127012,420199115013,420199108002,420199103012,420199118005,420199110004,420199031002,420199116001,420199117002,420199031001"
42021,46.88,68,128,"420210108011,420210118003,420210107001,420210118002,420210125003,420210124004,420210120005,420210101003,420210118004,420210115002,420210101001,420210115001,420210121002,420210134001,420210132004,420210103002,420210120001,420210117001,420210119004,420210127001,420210131002,420210132002,420210115003,420210102001,420210127003,420210134002,420210105001,420210135002,420210002001,420210128001,420210125004,420210128002,420210123001,420210122002,420210119003,420210102002,420210131003,420210126001,420210101002,420210129003,420210116002,420210118001,420210122001,420210133003,420210121001,420210107002,420210132001,420210123002,420210120003,420210120004,420210116001,420210124001,420210133004,420210117002,420210127002,420210120002,420210131001,420210125001,420210133005,420210137001,420210119002,420210103001,420210133001,420210122003,420210129001,420210124003,420210129002,420210137002"
42023,40.00,3,5,"420239602003,420239602001,420239602002"
